ID (int),Titre (str),Auteur (str),Date (int),Format (str),Genre (List(str)),Lectorat (str),Tags (List(str)),Synopsis (str)
3751,"Farsala, tome 1 : La flamme",Hilari Bell,2009, Roman,[' Fantasy'], Adulte,,"Les Hrums ont conquis une grande partie du monde connu et sont maintenant aux portes du royaume de Farsala. Pressentant une défaite, le général en chef envoie sa fille, Soraya, dans le désert afin de la protéger. Là, la jeune fille apprendra à vivre auprès des nomades, le peuple magicien. De son côté, le fils bâtard du général, Jiaan, va combattre aux côtés des son père. Mais quand les Hrums vaincront, Jiaan, ivre de vengeance, se retrouvera à la tête d'une armée de rebelles. Kavi est quand à lui un jeune forgeron devenu voleur. Il hait la noblesse et c'est grâce à sa trahison que les Hrums prendront Farsala. Mais il regrettera sa forfaiture et fera le serment de se racheter.Ces trois jeunes gens que tout sépare sont-ils destinés à sauver leur royaume ?Titre original : Farsala Trilogy, book 1: Fall of a Kingdom (2003)"
3752,Herman,Lars Saabye Christensen,2007, Roman,[' Romance'], Adulte,,"Du haut de ses onze ans, Herman n'a pas la langue dans sa poche. Sa vision du monde et les questions qu'il se pose en désarçonnent plus d'un. Son père arrive-t-il à voir l'Amérique quand il conduit sa grue ?Ruby, sa camarade de classe, a-t-elle vraiment des nids d'oiseaux dans sa tignasse rousse ?Quand, un jour, sa mère l'emmène chez le médecin, le constat est sans appel : Herman est atteint d'une maladie rare qui peut entraîner une calvitie définitive. Et de fait, un matin, des poignées entières de cheveux gisent sur son oreiller. Un bonnet résolument vissé sur la tête, Herman fait tour à tour l'expérience des sarcasmes, de la honte et, pire, de la pitié. Une nouvelle question s'impose à lui : va-t-il pouvoir s'accepter tel qu'il est désormais ?Titre original : Herman (2007)"
3753,Thérapie,Sebastian Fitzek,2006, Roman,[' Thriller'], Adulte,[' Adapté en série télévisée'],"Josy, la fille du psychanalyste Viktor Larenz, souffre d'une maladie inconnue et disparaît mystérieusement. Quatre ans ont passé, Larenz s'est retiré sur une île au nord de l'Allemagne et reçoit la visite d'une romancière qui souffre d'une forme rare de schizophrénie : les personnages qu'elle invente prennent vie et son dernier roman ressemble étrangement à l'histoire de Josy...Titre original : Die Therapie (2006)"
3754,De grandes espérances / Les Grandes Espérances,Charles Dickens,1861, Roman,[' Classique'], Adulte,,"Pip est un jeune garçon rêveur et sensible. Élevé par une sœur revêche et un beau-frère d'une nature excellente mais tenu sous la coupe de cette maîtresse femme, il aime à traîner au cimetière où sont enterrés ses parents. Les pierres tombales, bien évidemment, ajoutent à l'atmosphère lugubre de l'Angleterre dépeinte par Dickens, toile de fond au récit de l'ascension sociale de Pip.Enfant, avant même qu'un héritage inattendu éveille en lui ""de grandes espérances"", il voit le monde à travers le filtre étrange de son imagination qui frise parfois le surnaturel et le prédispose à la rencontre avec deux êtres qui vont transformer sa vie : un forçat évadé, figure qui reparaîtra de manière récurrente, et Miss Havisham, vieille folle qui n'a de cesse, pour venger sa jeunesse bafouée, d'exhorter Estella à briser le cœur de toute la gent masculine. C'est chez elle, dans une demeure au temps assassiné, qu'il fera l'apprentissage des bassesses de la nature humaine.Titre original : Great Expectations (1861)"
3755,Les voyages de Gulliver,Jonathan Swift,1865, Roman,"[' Classique', ' Aventure']", Adulte,,"Gulliver est une figure légendaire. Le mot ""Lilliputiens"" est devenu un nom commun. Classique parmi les classiques, ce livre est un roman de genre : un héros embarqué sur un navire qui fait naufrage échoue sur une île... Dès lors, tout est possible, surtout les choses les plus extraordinaires. C'est une fabuleuse occasion pour un écrivain de déployer tous les trésors de son imagination, et Jonathan Swift n'en manque pas. Dans la première partie, son héros se retrouve prisonnier d'un peuple minuscule. Après avoir vécu moult péripéties, il rentre chez lui, mais le démon de l'aventure le pousse à repartir. Comme les naufrages étaient nombreux à l'époque (on est à l'aube du XVIIIe siècle), le voilà derechef poussé par les flots vers un autre pays surprenant. Mais, cette fois, c'est lui qui est nain parmi des géants.Titre original : Gulliver’s Travels (1865)"
3756,La tante Julia et le scribouillard,Mario Vargas Llosa,1980, Roman,[' Histoire vraie'], Adulte,[' Autobiographie'],"""Dans une Amérique latine d’avant les séries télévisées, un conteur de génie invente jour après jour de multiples feuilletons radiodiffusés qui tiennent en émoi des milliers d’auditeurs fidèles. Mais tandis que Vargas Llosa, alors jeune homme, tombe amoureux de sa tante, le scribouillard, surmené, perd peu à peu pied avec la réalité et mélange les protagonistes de ses histoires parallèles, allant jusqu’à ressusciter l’un d’eux, mort dans un épisode mais bien vivant dans un autre univers !""Titre original : La tia Julia y el escribidor (1980)"
3757,Le fond de l'enfer,Ian Rankin,2004, Roman,[' Policier'], Adulte,,"Un junkie retrouvé mort dans un squat d’Edimbourg, juste un cadavre dont le corps a été placé sur le sol selon un étrange rituel. Une jeune fugueuse terrifiée qui pense que son ami a été assassiné.Mais tout le monde s’en moque. Ce sont les déchets de la société, des drogués et des petits délinquants. Mieux vaut s’intéresser aux nouvelles entreprises en plein essor et aux lotissements flambant neufs qui vont apporter la prospérité à une ville qui se vante déjà de sa « qualité de vie ».Il n'y a guère que l’inspecteur Rebus pour s’en préoccuper, sentir quelque chose de trop malsain, de trop dangereux pour être laissé dans l’ombre… Quelque chose qui n’est peut-être pas sans lien avec le monde merveilleux que promettent promoteurs et publicistes…Titre original : Hide and seek (1990)"
3758,Le journal d'Adèle,Paule Du Bouchet,1995, Roman,"[' Jeunesse', ' Historique']", Adulte,,"Jeudi 30 juillet 1914... Adèle commence le journal qu'elle a reçu pour Noël : un ami, auquel elle peut raconter sa vie, confier ses espoirs, ses craintes et ses secrets. Les années passent dans le petit village de Crécy, en Bourgogne, rythmées par les travaux des champs, les nouvelles du front... La guerre tue, mutile les affame les gens de « l'arrière », endeuille les campagnes. Adèle grandit et rêve de devenir institutrice dans un monde meilleur..."
3759,Star Incognito,Meg Cabot,2005, Roman,[' Jeunesse'], Adulte,[' Chick-lit'],"C'est toujours sur moi que ça tombe : je suis chargée d'accueillir un nouvel élève. Déjà que je m'occupe beaucoup des affaires des autres, de la chorale, de ma rubrique dans le journal du lycée... sauf que le nouveau, c'est Luke Striker, oui oui, la super-star du ciné ! le souci, c'est qu'il est là incognito. Et l'autre souci, c'est que je suis la seule dans le secret.Titre original : Teen idol (2005)"
3760,Swing mineur,José-Louis Bocquet,2009, Roman,[' Contemporaine'], Adulte,,"Selon Mr K., « Le show-biz est une valse à trois temps. On lèche, on lâche, on lynche ».C’est donc en trois temps - et en trois mouvements - que José-Louis Bocquet raconte la grandeur et la décadence de ce producteur de musique. Il brosse en creux le portrait de Mr K. à travers trois points de vue : celui de Rachid, le pote de la vedette, puis celui du stagiaire de la boîte de production. Enfin, il met en scène le fils de Mr K., et cerne ainsi son personnage au plus près.Swing mineur se compose de deux courts textes déjà publiés et revus par l’auteur, suivis d’un texte inédit. Le roman s’ouvre sur le rap et s’achève sur le baby rock. Par de-là l’évocation à la fois fine et vivante du milieu du show-biz, José-Louis Bocquet décrit la réalité d’une industrie culturelle qui, ces dix dernières années, s’est littéralement effondrée."
3761,Tolérance zéro,Patricia Cornwell,2007, Roman,[' Policier'], Adulte,,"L’inspecteur Win, détaché auprès du procureur du Massachusetts, est rappelé par Monique Lamont, une femme aussi séduisante que redoutable, qui lui annonce son intention de se présenter au poste de gouverneur. En guise de programme, elle veut promouvoir un nouvel outil de lutte contre le crime, baptisé Tolérance zéro, capable, selon elle, d’élucider «n’importe quel crime, n’importe quand». C’est en fait une technique de pointe en matière d’analyse ADN. Très sûre d’elle, Mme Lamont décide de revenir sur un meurtre commis vingt ans plus tôt. Win est sceptique, mais il n’a pas le temps d’exprimer ses réticences : la violence surgit, bouleversant leurs vies. S’agit-il d’une coïncidence… ou d’une vengeance ?Titre original : At Risk (2006)"
3762,"Leïlan, tome 1 : Les yeux de Leïlan",Magali Ségura,2002, Roman,[' Fantasy'], Adulte,,"Il est un royaume mystérieux que l'on nomme Leïlan, le pays des Illusions.Depuis qu'un drame affreux a frappé la famille royale, ses frontières sont fermées et son peuple est opprimé par l'infâme duc Korta.Une rencontre pourrait tout changer : celle d'un jeune messager, Axel, et d'une fascinantes jeune fille aux yeux bleus. Mais un secret entouré de sorcellerie les sépare et rend leur amour impossible.Pourtant, autour d'eux, l'espoir renaît : un justicier insaisissable met les hommes du duc en échec. Qui est ce héros dont l'identité cachée est jalousement défendue? Quelle est cette étonnante compagnie qui partage ses exploits ?"
3763,"Leïlan, tome 2 : Pour Eloïse",Magali Ségura,2002, Roman,[' Fantasy'], Adulte,,"Peut-on échapper à une prophétie ?A cause de celle des Trois Fées, le prince Axel ne pourra plus jamais connaître l'amour. Pourtant, il est tombé amoureux des yeux d'Eléa, la jeune justicière qui s'oppose à l'infâme duc Korta. Pour elle, Axel affronte le Monstre de la Forêt Interdite lors d'un duel mortel. Pour elle, les résistants resserrent leurs rangs.Chacun se lance dans un combat contre la mort. Les compagnons de la forêt décident d'armer les villageois pour contrer l'oppresseur. Parmi eux, Chloé, une petite fille de cinq ans, semble douée d'un étrange pouvoir. Est-ce l'atout majeur dont les justes ont besoin?Car Muht, le chef de guerre allié au duc Korta, pourrait bien devenir l'Adversaire qu'attend Eléa pour l'ultime affrontement..."
3764,"Leïlan, tome 3 : Une nuit sans lunes",Magali Ségura,2003, Roman,[' Fantasy'], Adulte,,"Le jour de l'affrontement final approche.Jerry sait maintenant qu'Eléa n'est pas le Champion des Fées qui affrontera l'infâme duc Korta. C'est Axel qui va devoir jouer ce rôle. Son père, le roi de Pandème, était arrivé à cette même conclusion des années auparavant. Mais craignant pour son fils, il lui demande de revenir à ses côtés, en Akal, où l'alliance des deux royaumes a été scellée. Pourtant le peuple de Leïlan a besoin d'Axel : Korta met le pays à feu et à sang, obligeant les habitants de la Forêt Interdite à se sacrifier avant le Dernier Combat, pour assurer ainsi sa victoire contre les Fées.C'est l'heure où les derniers masques tombent. De cruels dilemmes assaillent chacun des héros de Leïlan. La situation semble désespérée, mais les Fées n'ont peut-être pas encore dit leur dernier mot..."
3765,Candide / Candide ou l'Optimisme, Voltaire,1759, Roman,"[' Conte', ' Philosophie']", Adulte,,"Candide, le fils supposé de la soeur du baron de Thunder-Ten-Tronckh, vit dans l’innocence d’une jeunesse protégée par l’enseignement de son précepeteur, Pangloss. Pour ce dernier tout est au mieux. Dans ce paradis, le jeune homme découvre l’amour en la personne de Cunégonde, la fille du baron. Les jeunes se font surprendre dans une position accablante et Candide est chassé, à grands coups de pieds dans le derrière. Notre héros se trouve de la sorte propulsé dans le récit."
3766,Richard Matheson,Daniel Riche et Richard Matheson,1981, Nouvelle(s),[' Science-Fiction'], Adulte,,"Richard matheson, né en 1926, devint célèbre d'emblée avec son premier récit : Journal d'un monstre (1950). En quelques pages, il va droit à l'essentiel, traitant la science-fiction et même le fantastique comme des alibis, créant un climat d'angoisse extrême rompu par un « choc », une chute excessivement brutale. L'art de la nouvelle courte, implanté en science-fiction par Kuttner, est à son apogée dans son oeuvre comme dans celle de Sheckley. Mais le romancier de Je suis une légende devient le scénarsite de Jack Arnold, de Roger Corman, de Jacques Tourneur, de Terence Fisher, de Steven Speilberg (Duel), de Dan Curtis. Parallèlement, son oeuvre s'intériorise : derrière la hantise de l'anéantissement, il découvre l'intimité de l'inconscient et la banalité du quotidien. S'il frappe fort, c'est qu'il élimine tout superflu ; son efficacité, son économie de moyens font penser à Hitchcock."
3767,Mrs Craddock,William Somerset Maugham,1987, Roman,[' Classique'], Adulte,,"Mrs Craddock est le premier tourbillon annonciateur du maelström des veuves où s'engouffre l'?uvre de Somerset Maugham.La future Mrs Craddock, Bertha Ley, jouit d'un vaste domaine, d'une belle rente et d'un nom illustre. Elle vit seule avec une tante dont l'esprit n'a rien à envier à Madame du Deffand. Bertha Ley se nourrit de Montaigne, de Marc Aurèle et de Madame de Sévigné ; elle s'est mis en tête d'épouser un de ses métayers, Mr Craddock, parce qu'il a des mains fortes et viriles, parce que ses bottes font naître en elle un frisson de plaisir, par leur seule taille, qui suggère une fermeté de caractère et une autorité des plus rassurantes.Somerset Maugham se révèle d'une rosserie réjouissante. Peu à peu il distille un acide cynique qui ronge les pages d'abord imprégnées de niaiserie sentimentale. Les belles bottes de Mr Craddock broient une à une toutes les illusions de son épouse. (...) Et Somerset Maugham de laisser entendre que souvent, dans un roman d'amour, le livre de la vie pour l'un est écrit en italiques, pour l'autre, il est composé en grosses lettres capitales."
